order_id,paymentTypeId,paymentName,amount,currency,insertDate
290289157,29,YS Online,850.83,TRY,2025-05-17T16:03:45.193
290292943,2,Kredi Kartı,892.33,TRY,2025-05-17T16:12:49.047
290294881,91,Pluxee (Sodexo) Pass Mobil,446.16,TRY,2025-05-17T16:32:18.593
290295449,569,Migros Online,463.66,TRY,2025-05-17T16:33:20.327
290295659,3,Multinet,1065.6,TRY,2025-05-17T16:32:19.527
290296343,2,Kredi Kartı,1480.6,TRY,2025-05-17T16:32:30.39
290296744,2,Kredi Kartı,899.8,TRY,2025-05-17T17:03:47.273
290303396,29,YS Online,450.99,TRY,2025-05-17T16:45:10.223
290303474,41,Pluxee (Sodexo) Online,467.36,TRY,2025-05-17T17:03:49.167
290304506,90,Trendyol Online,428.41,TRY,2025-05-17T16:45:12.913
290307171,574,Multinet Online,461.66,TRY,2025-05-17T16:45:07.7
290312488,29,YS Online,573.58,TRY,2025-05-17T17:34:02.37
290314111,90,Trendyol Online,580.41,TRY,2025-05-17T17:34:03.37
290315831,33,Getir Online,941.8,TRY,2025-05-17T17:34:38.583
290315891,90,Trendyol Online,523.31,TRY,2025-05-17T17:34:05.173
290316885,569,Migros Online,1080.32,TRY,2025-05-17T17:03:57.723
290317283,604,Token Flex,590.66,TRY,2025-05-17T17:33:58.49
290318003,41,Pluxee (Sodexo) Online,473.06,TRY,2025-05-17T17:34:39.577
290319601,33,Getir Online,444.9,TRY,2025-05-17T17:34:41.343
290320512,41,Pluxee (Sodexo) Online,434.9,TRY,2025-05-17T17:34:40.313
290321874,53330,Edenred Online,573.66,TRY,2025-05-17T17:34:42.35
290324522,41,Pluxee (Sodexo) Online,2166.55,TRY,2025-05-17T17:43:28.59
290327962,29,YS Online,1176.08,TRY,2025-05-17T17:43:34.097
290328013,90,Trendyol Online,1026.73,TRY,2025-05-17T17:34:44.117
290328822,29,YS Online,573.58,TRY,2025-05-17T17:51:17.71
290330530,2,Kredi Kartı,959.8,TRY,2025-05-17T17:43:06.267
290331092,1,Nakit,79.9,TRY,2025-05-17T17:19:45.77
290332461,29,YS Online,404.66,TRY,2025-05-17T17:51:16.247
290332717,90,Trendyol Online,428.41,TRY,2025-05-17T17:51:19.13
290334536,90,Trendyol Online,467.36,TRY,2025-05-17T18:29:36.24
290335285,90,Trendyol Online,533.86,TRY,2025-05-17T18:29:42.787
290335374,569,Migros Online,455.16,TRY,2025-05-17T18:29:40.997
290336800,1,Nakit,606.21,TRY,2025-05-17T18:29:42.027
290337675,29,YS Online,1165.16,TRY,2025-05-17T18:29:43.56
290337712,2,Kredi Kartı,449.0,TRY,2025-05-17T17:54:49.167
,,,,,
290208105,2,Kredi Kartı,672.8,TRY,2025-05-17T13:06:22.977
290208197,4,Smart Ticket,839.8,TRY,2025-05-17T12:48:09.227
290211113,3,Multinet,454.66,TRY,2025-05-17T12:37:54.7
290211562,574,Multinet Online,434.9,TRY,2025-05-17T13:49:11.347
290213888,2,Kredi Kartı,449.9,TRY,2025-05-17T12:53:53.957
290216665,29,YS Online,647.28,TRY,2025-05-17T13:13:18.113
290223488,2,Kredi Kartı,1379.7,TRY,2025-05-17T13:49:25.2
290231340,33,Getir Online,434.9,TRY,2025-05-17T13:49:26.643
290234359,29,YS Online,807.61,TRY,2025-05-17T14:01:04.71
290237981,90,Trendyol Online,434.11,TRY,2025-05-17T14:40:13.583
290238221,90,Trendyol Online,753.56,TRY,2025-05-17T14:40:15.603
290240717,90,Trendyol Online,428.41,TRY,2025-05-17T14:40:21.36
290240734,29,YS Online,842.33,TRY,2025-05-17T14:40:17.787
290240772,29,YS Online,454.66,TRY,2025-05-17T14:40:16.38
290240934,2,Kredi Kartı,699.8,TRY,2025-05-17T14:40:18.543
290242806,3,Multinet,414.9,TRY,2025-05-17T14:40:17.067
290243020,2,Kredi Kartı,523.32,TRY,2025-05-17T14:40:20.353
290243292,54442,Setcard Online,428.41,TRY,2025-05-17T14:40:19.3
290245352,3,Multinet,501.41,TRY,2025-05-17T14:52:36.243
290246760,1,Nakit,454.66,TRY,2025-05-17T14:45:58.047
290249335,33,Getir Online,507.9,TRY,2025-05-17T14:45:49.977
290250839,29,YS Online,842.33,TRY,2025-05-17T14:52:37.837
290251298,2,Kredi Kartı,1692.68,TRY,2025-05-17T15:00:12.17
290251609,1,Nakit,1049.7,TRY,2025-05-17T14:51:52.32
290251923,90,Trendyol Online,470.51,TRY,2025-05-17T14:52:37.017
290251929,574,Multinet Online,437.91,TRY,2025-05-17T15:09:38.903
290251940,574,Multinet Online,461.66,TRY,2025-05-17T15:00:15.68
290253403,53330,Edenred Online,461.66,TRY,2025-05-17T15:31:13.43
290253727,90,Trendyol Online,450.51,TRY,2025-05-17T15:31:13.903
290254041,90,Trendyol Online,529.01,TRY,2025-05-17T15:19:00.54
290254079,91,Pluxee (Sodexo) Pass Mobil,1203.9,TRY,2025-05-17T15:31:15.753
290254878,33,Getir Online,577.9,TRY,2025-05-17T15:31:17.31
290256458,53955,Metropol Kodu,437.91,TRY,2025-05-17T15:09:59.52
290256489,2,Kredi Kartı,839.8,TRY,2025-05-17T15:01:12.733
290258269,29,YS Online,616.08,TRY,2025-05-17T15:31:08.693
290258880,90,Trendyol Online,523.41,TRY,2025-05-17T15:19:21.08
290260256,29,YS Online,986.83,TRY,2025-05-17T15:31:05.23
290261475,29,YS Online,446.16,TRY,2025-05-17T15:09:50.813
290262015,53330,Edenred Online,514.16,TRY,2025-05-17T15:31:07.08
290263576,2,Kredi Kartı,999.8,TRY,2025-05-17T14:50:57.327
290263595,90,Trendyol Online,1038.22,TRY,2025-05-17T15:09:48.643
290263610,90,Trendyol Online,442.91,TRY,2025-05-17T15:31:01.477
290264180,90,Trendyol Online,461.66,TRY,2025-05-17T15:30:57.013
290268027,2,Kredi Kartı,454.66,TRY,2025-05-17T15:30:50.033
290268239,569,Migros Online,463.66,TRY,2025-05-17T15:31:20.207
290268475,2,Kredi Kartı,1349.7,TRY,2025-05-17T15:02:22.71
290268661,90,Trendyol Online,451.21,TRY,2025-05-17T15:30:54.477
290270217,29,YS Online,411.57,TRY,2025-05-17T15:30:46.863
290270242,2,Kredi Kartı,449.9,TRY,2025-05-17T15:27:17.623
290270411,2,Kredi Kartı,1784.66,TRY,2025-05-17T15:30:45.167
290270478,26,Metropol,799.8,TRY,2025-05-17T15:36:42.263
290270745,2,Kredi Kartı,449.9,TRY,2025-05-17T15:26:58.773
290271471,604,Token Flex,419.9,TRY,2025-05-17T15:08:51.223
290274457,33,Getir Online,434.9,TRY,2025-05-17T15:44:58.81
290275088,33,Getir Online,456.9,TRY,2025-05-17T15:30:41.987
290276996,6,Pluxee (Sodexo),1199.8,TRY,2025-05-17T15:42:18.507
290277064,29,YS Online,454.66,TRY,2025-05-17T15:30:39.92
290277709,41,Pluxee (Sodexo) Online,428.41,TRY,2025-05-17T16:13:04.44
290278651,41,Pluxee (Sodexo) Online,428.41,TRY,2025-05-17T16:12:58.347
290279963,29,YS Online,1019.83,TRY,2025-05-17T16:12:59.583
290280040,29,YS Online,464.16,TRY,2025-05-17T16:13:00.953
290281970,574,Multinet Online,456.81,TRY,2025-05-17T16:13:02.427
290282853,1,Nakit,349.9,TRY,2025-05-17T16:22:59.49
290284664,29,YS Online,978.33,TRY,2025-05-17T16:12:51.347
290287460,574,Multinet Online,623.16,TRY,2025-05-17T16:12:55.327
290289157,29,YS Online,850.83,TRY,2025-05-17T16:03:45.193
290292943,2,Kredi Kartı,892.33,TRY,2025-05-17T16:12:49.047
290294881,91,Pluxee (Sodexo) Pass Mobil,446.16,TRY,2025-05-17T16:32:18.593
290295449,569,Migros Online,463.66,TRY,2025-05-17T16:33:20.327
290295659,3,Multinet,1065.6,TRY,2025-05-17T16:32:19.527
290296343,2,Kredi Kartı,1480.6,TRY,2025-05-17T16:32:30.39
290296744,2,Kredi Kartı,899.8,TRY,2025-05-17T17:03:47.273
290303396,29,YS Online,450.99,TRY,2025-05-17T16:45:10.223
290303474,41,Pluxee (Sodexo) Online,467.36,TRY,2025-05-17T17:03:49.167
290304506,90,Trendyol Online,428.41,TRY,2025-05-17T16:45:12.913
290307171,574,Multinet Online,461.66,TRY,2025-05-17T16:45:07.7
290312488,29,YS Online,573.58,TRY,2025-05-17T17:34:02.37
290314111,90,Trendyol Online,580.41,TRY,2025-05-17T17:34:03.37
290315831,33,Getir Online,941.8,TRY,2025-05-17T17:34:38.583
290315891,90,Trendyol Online,523.31,TRY,2025-05-17T17:34:05.173
290316885,569,Migros Online,1080.32,TRY,2025-05-17T17:03:57.723
290317283,604,Token Flex,590.66,TRY,2025-05-17T17:33:58.49
290318003,41,Pluxee (Sodexo) Online,473.06,TRY,2025-05-17T17:34:39.577
290319601,33,Getir Online,444.9,TRY,2025-05-17T17:34:41.343
290320512,41,Pluxee (Sodexo) Online,434.9,TRY,2025-05-17T17:34:40.313
290321874,53330,Edenred Online,573.66,TRY,2025-05-17T17:34:42.35
290324522,41,Pluxee (Sodexo) Online,2166.55,TRY,2025-05-17T17:43:28.59
290327962,29,YS Online,1176.08,TRY,2025-05-17T17:43:34.097
290328013,90,Trendyol Online,1026.73,TRY,2025-05-17T17:34:44.117
290328822,29,YS Online,573.58,TRY,2025-05-17T17:51:17.71
290330530,2,Kredi Kartı,959.8,TRY,2025-05-17T17:43:06.267
290331092,1,Nakit,79.9,TRY,2025-05-17T17:19:45.77
290332461,29,YS Online,404.66,TRY,2025-05-17T17:51:16.247
290332717,90,Trendyol Online,428.41,TRY,2025-05-17T17:51:19.13
290334536,90,Trendyol Online,467.36,TRY,2025-05-17T18:29:36.24
290335285,90,Trendyol Online,533.86,TRY,2025-05-17T18:29:42.787
290335374,569,Migros Online,455.16,TRY,2025-05-17T18:29:40.997
290336800,1,Nakit,606.21,TRY,2025-05-17T18:29:42.027
290337675,29,YS Online,1165.16,TRY,2025-05-17T18:29:43.56
290337712,2,Kredi Kartı,449.0,TRY,2025-05-17T17:54:49.167
290338901,90,Trendyol Online,1418.22,TRY,2025-05-17T18:30:10.153
290340378,1,Nakit,456.9,TRY,2025-05-17T18:30:11.643
290340774,90,Trendyol Online,623.16,TRY,2025-05-17T18:29:44.18
290341261,33,Getir Online,1436.7,TRY,2025-05-17T18:29:45.14
290343148,29,YS Online,842.33,TRY,2025-05-17T18:30:17.067
290343254,90,Trendyol Online,534.71,TRY,2025-05-17T18:30:18.51
290345435,2,Kredi Kartı,879.8,TRY,2025-05-17T18:14:11.653
290345768,5,SetCard,894.8,TRY,2025-05-17T18:14:37.827
290346988,90,Trendyol Online,998.32,TRY,2025-05-17T18:30:19.66
290348200,29,YS Online,454.66,TRY,2025-05-17T18:30:21.797
290350994,29,YS Online,900.83,TRY,2025-05-17T19:01:24.23
290352375,574,Multinet Online,1033.8,TRY,2025-05-17T18:30:23.477
290354354,90,Trendyol Online,445.51,TRY,2025-05-17T19:01:26.58
290356993,2,Kredi Kartı,949.8,TRY,2025-05-17T18:41:58.383
290358096,569,Migros Online,455.16,TRY,2025-05-17T19:01:29.74
290359540,29,YS Online,1579.75,TRY,2025-05-17T19:01:27.763
290362287,29,YS Online,464.16,TRY,2025-05-17T19:01:28.74
290363683,29,YS Online,1492.49,TRY,2025-05-17T19:01:30.757
290363934,2,Kredi Kartı,1359.0,TRY,2025-05-17T19:01:10.577
290364682,29,YS Online,453.07,TRY,2025-05-17T19:01:31.563
290365029,2,Kredi Kartı,384.6,TRY,2025-05-17T19:01:32.253
290368324,29,YS Online,651.08,TRY,2025-05-17T19:47:24.567
290370076,4,Smart Ticket,799.8,TRY,2025-05-17T19:11:50.68
290370555,2,Kredi Kartı,384.6,TRY,2025-05-17T19:01:33
290370992,91,Pluxee (Sodexo) Pass Mobil,446.16,TRY,2025-05-17T19:01:33.713
290371578,2,Kredi Kartı,1499.7,TRY,2025-05-17T19:07:41.943
290371874,90,Trendyol Online,437.91,TRY,2025-05-17T19:47:25.377
290373442,2,Kredi Kartı,829.8,TRY,2025-05-17T19:11:38.653
290374672,1,Nakit,446.16,TRY,2025-05-17T19:47:26.4
290380238,2,Kredi Kartı,592.36,TRY,2025-05-17T19:47:27.243
290380700,33,Getir Online,434.9,TRY,2025-05-17T19:47:28.61
290380782,29,YS Online,464.16,TRY,2025-05-17T19:47:21.083
290382246,2,Kredi Kartı,589.7,TRY,2025-05-17T19:03:30.743
290382629,29,YS Online,396.16,TRY,2025-05-17T19:47:29.62
290383943,2,Kredi Kartı,399.6,TRY,2025-05-17T19:47:34.273
290385300,2,Kredi Kartı,300.9,TRY,2025-05-17T19:28:28.377
290385684,2,Kredi Kartı,849.5,TRY,2025-05-17T19:47:30.287
290386824,33,Getir Online,929.8,TRY,2025-05-17T19:47:31.2
290387775,53330,Edenred Online,446.16,TRY,2025-05-17T19:47:33.533
290388308,569,Migros Online,592.86,TRY,2025-05-17T19:47:32.263
290392008,3,Multinet,909.33,TRY,2025-05-17T20:14:26.34
290392086,604,Token Flex,444.9,TRY,2025-05-17T19:47:35.213
290392642,2,Kredi Kartı,489.5,TRY,2025-05-17T19:47:42.093
290392862,29,YS Online,1002.74,TRY,2025-05-17T20:14:28.35
290393430,26,Metropol,814.23,TRY,2025-05-17T20:14:25.547
290394275,574,Multinet Online,1059.12,TRY,2025-05-17T19:47:40.29
290394362,33,Getir Online,456.9,TRY,2025-05-17T20:14:27.263
290396071,1,Nakit,450.0,TRY,2025-05-17T20:06:38.807
290396071,2,Kredi Kartı,1978.3,TRY,2025-05-17T20:06:38.837
290396139,41,Pluxee (Sodexo) Online,1227.27,TRY,2025-05-17T20:14:29.453
290396849,29,YS Online,481.08,TRY,2025-05-17T20:14:30.177
290398618,1,Nakit,469.9,TRY,2025-05-17T20:14:32.187
290399975,4,Smart Ticket,534.8,TRY,2025-05-17T20:14:33.757
290400014,29,YS Online,542.36,TRY,2025-05-17T20:14:31.35
290401758,29,YS Online,629.28,TRY,2025-05-17T20:18:30.513
290402696,29,YS Online,454.66,TRY,2025-05-17T20:48:20.677
290402794,33,Getir Online,434.9,TRY,2025-05-17T20:48:23.12
290403005,2,Kredi Kartı,465.7,TRY,2025-05-17T19:56:04.14
290403450,1,Nakit,1197.8,TRY,2025-05-17T20:27:34.867
290403853,91,Pluxee (Sodexo) Pass Mobil,1328.17,TRY,2025-05-17T20:14:49.67
290403969,29,YS Online,892.33,TRY,2025-05-17T20:27:27.663
290406240,90,Trendyol Online,998.32,TRY,2025-05-17T20:18:33.993
290406699,33,Getir Online,1434.7,TRY,2025-05-17T20:48:24.067
290408116,29,YS Online,850.83,TRY,2025-05-17T20:27:36.463
290408180,2,Kredi Kartı,399.6,TRY,2025-05-17T20:27:25.347
290408596,33,Getir Online,1483.7,TRY,2025-05-17T20:27:29.247
290411015,29,YS Online,454.66,TRY,2025-05-17T20:27:23.873
290411352,29,YS Online,446.16,TRY,2025-05-17T20:27:31.123
290412305,29,YS Online,454.66,TRY,2025-05-17T20:27:22.14
290412385,29,YS Online,3591.29,TRY,2025-05-17T20:48:24.92
290412673,2,Kredi Kartı,2179.6,TRY,2025-05-17T20:51:26.317
290415216,29,YS Online,446.16,TRY,2025-05-17T20:59:38.987
290415579,29,YS Online,2292.97,TRY,2025-05-17T20:59:41.55
290416360,4,Smart Ticket,879.8,TRY,2025-05-17T20:41:15.157
290419112,29,YS Online,427.73,TRY,2025-05-17T20:27:20.093
290421024,29,YS Online,446.16,TRY,2025-05-17T20:48:17.15
290421752,33,Getir Online,1103.8,TRY,2025-05-17T21:02:56.463
290426746,2,Kredi Kartı,399.6,TRY,2025-05-17T20:51:32.783
290430545,1,Nakit,599.8,TRY,2025-05-17T21:02:57.893
290431479,2,Kredi Kartı,349.9,TRY,2025-05-17T20:42:18.257
290434828,29,YS Online,691.85,TRY,2025-05-17T21:03:00.217
290435331,90,Trendyol Online,428.41,TRY,2025-05-17T21:03:01.72
290437198,26,Metropol,582.08,TRY,2025-05-17T21:40:07.72
290437488,29,YS Online,446.16,TRY,2025-05-17T21:40:11.127
290438437,569,Migros Online,523.16,TRY,2025-05-17T21:40:10.177
290439429,2,Kredi Kartı,1338.49,TRY,2025-05-17T21:10:58.403
290442488,569,Migros Online,510.41,TRY,2025-05-17T21:40:11.793
290442958,29,YS Online,446.16,TRY,2025-05-17T21:40:12.533
290446188,90,Trendyol Online,437.91,TRY,2025-05-17T21:40:14.813
290450947,53330,Edenred Online,530.91,TRY,2025-05-17T21:40:03.44
290452718,2,Kredi Kartı,399.6,TRY,2025-05-17T21:29:36.427
290453516,6,Pluxee (Sodexo),989.8,TRY,2025-05-17T21:50:29.283
290454922,2,Kredi Kartı,878.0,TRY,2025-05-17T21:45:51.65
290455002,53330,Edenred Online,941.8,TRY,2025-05-17T21:50:30.16
290457353,2,Kredi Kartı,2796.8,TRY,2025-05-17T22:12:50.287
290458654,569,Migros Online,455.16,TRY,2025-05-17T21:43:57.303
290460761,2,Kredi Kartı,1139.8,TRY,2025-05-17T21:52:47.55
290463118,33,Getir Online,684.8,TRY,2025-05-17T22:12:53.59
290464291,33,Getir Online,577.9,TRY,2025-05-17T22:13:07.41
290464381,2,Kredi Kartı,1334.07,TRY,2025-05-17T22:13:02.9
290465717,29,YS Online,548.08,TRY,2025-05-17T22:13:05.65
290561889,2,Kredi Kartı,434.9,TRY,2025-05-18T13:44:12.02
290566470,3,Multinet,556.8,TRY,2025-05-18T14:04:30.863
290568153,2,Kredi Kartı,399.9,TRY,2025-05-18T13:44:09.953
290576166,2,Kredi Kartı,1198.8,TRY,2025-05-18T14:04:32.673
290577620,29,YS Online,454.66,TRY,2025-05-18T14:04:29.253
290580475,29,YS Online,396.16,TRY,2025-05-18T14:55:16.847
290582456,29,YS Online,454.66,TRY,2025-05-18T14:55:15.8
290591551,41,Pluxee (Sodexo) Online,434.11,TRY,2025-05-18T14:55:18.57
290594010,53330,Edenred Online,1069.57,TRY,2025-05-18T15:11:26.373
290595195,53330,Edenred Online,966.02,TRY,2025-05-18T15:43:07.757
290597848,33,Getir Online,507.9,TRY,2025-05-18T15:09:58.013
290602023,3,Multinet,499.9,TRY,2025-05-18T15:09:44.7
290603675,1,Nakit,399.6,TRY,2025-05-18T15:12:43.087
290604810,33,Getir Online,1448.7,TRY,2025-05-18T15:43:05.207
290605173,33,Getir Online,929.8,TRY,2025-05-18T15:43:09.977
290607875,90,Trendyol Online,1297.68,TRY,2025-05-18T15:43:14.59
290610297,2,Kredi Kartı,250.0,TRY,2025-05-18T15:47:34.617
290610297,1,Nakit,350.0,TRY,2025-05-18T15:47:34.663
290610469,2,Kredi Kartı,444.9,TRY,2025-05-18T15:43:02.313
290610971,41,Pluxee (Sodexo) Online,441.71,TRY,2025-05-18T15:43:11.87
290617737,2,Kredi Kartı,797.8,TRY,2025-05-18T16:12:59.46
290620969,2,Kredi Kartı,858.5,TRY,2025-05-18T15:54:17.837
290621192,26,Metropol,1113.43,TRY,2025-05-18T16:13:00.83
290622426,2,Kredi Kartı,449.0,TRY,2025-05-18T16:20:16.187
290622580,26,Metropol,499.0,TRY,2025-05-18T16:20:28.773
290623518,29,YS Online,446.16,TRY,2025-05-18T16:23:06.587
290624734,29,YS Online,852.28,TRY,2025-05-18T16:13:03.977
290625482,26,Metropol,1039.8,TRY,2025-05-18T16:21:12.583
290626027,2,Kredi Kartı,419.9,TRY,2025-05-18T16:09:55.54
290630722,29,YS Online,446.16,TRY,2025-05-18T16:14:31.267
290633529,53954,SetCard Kodu,499.66,TRY,2025-05-18T16:37:36.307
290634811,33,Getir Online,444.9,TRY,2025-05-18T16:23:03.71
290636769,2,Kredi Kartı,799.2,TRY,2025-05-18T16:37:34.94
290638046,33,Getir Online,537.7,TRY,2025-05-18T16:48:51.277
290639596,3,Multinet,1204.6,TRY,2025-05-18T16:48:55.247
290642420,29,YS Online,404.66,TRY,2025-05-18T16:37:33.35
290646508,29,YS Online,404.66,TRY,2025-05-18T17:03:14.437
290647689,2,Kredi Kartı,349.9,TRY,2025-05-18T16:30:52.867
290651338,1,Nakit,602.8,TRY,2025-05-18T17:32:35.783
290651779,2,Kredi Kartı,799.2,TRY,2025-05-18T18:08:41.63
290652908,2,Kredi Kartı,839.8,TRY,2025-05-18T17:01:58.937
290654073,90,Trendyol Online,590.86,TRY,2025-05-18T17:32:36.81
290657102,2,Kredi Kartı,459.9,TRY,2025-05-18T17:03:15.67
290659176,26,Metropol,1149.1,TRY,2025-05-18T17:24:03.117
290661138,26,Metropol,939.8,TRY,2025-05-18T17:32:37.747
290664236,2,Kredi Kartı,1198.8,TRY,2025-05-18T17:49:20.7
290664828,29,YS Online,590.47,TRY,2025-05-18T17:49:21.76
290667232,2,Kredi Kartı,1555.24,TRY,2025-05-18T17:49:23.113
290667248,29,YS Online,616.17,TRY,2025-05-18T17:32:39.047
290667253,29,YS Online,523.66,TRY,2025-05-18T17:32:41.197
290667806,29,YS Online,472.66,TRY,2025-05-18T17:32:41.95
290670529,90,Trendyol Online,998.32,TRY,2025-05-18T17:49:24.957
290671249,569,Migros Online,463.66,TRY,2025-05-18T17:32:45.02
290672132,33,Getir Online,512.9,TRY,2025-05-18T17:32:48.577
290672366,29,YS Online,514.16,TRY,2025-05-18T17:53:38.853
290672616,53330,Edenred Online,764.83,TRY,2025-05-18T18:39:48.14
290673710,33,Getir Online,434.9,TRY,2025-05-18T17:49:27.043
290674424,29,YS Online,454.66,TRY,2025-05-18T17:49:32.137
290675430,1,Nakit,446.16,TRY,2025-05-18T17:49:30.557
290676077,574,Multinet Online,534.8,TRY,2025-05-18T18:39:49.263
290677285,29,YS Online,651.08,TRY,2025-05-18T17:53:40.707
290680268,29,YS Online,454.66,TRY,2025-05-18T18:39:50.093
290681834,29,YS Online,450.99,TRY,2025-05-18T18:39:51.673
290682810,2,Kredi Kartı,819.8,TRY,2025-05-18T17:53:27.457
290684479,90,Trendyol Online,445.51,TRY,2025-05-18T18:39:50.773
290684892,90,Trendyol Online,655.41,TRY,2025-05-18T18:39:52.763
290686385,29,YS Online,769.93,TRY,2025-05-18T18:39:53.96
290689204,29,YS Online,446.16,TRY,2025-05-18T18:39:55.137
290691166,2,Kredi Kartı,799.2,TRY,2025-05-18T18:14:54.763
290692724,5,SetCard,514.16,TRY,2025-05-18T18:40:00.523
290693596,26,Metropol,456.9,TRY,2025-05-18T18:39:58.387
290693687,33,Getir Online,434.9,TRY,2025-05-18T18:39:56.847
290694076,2,Kredi Kartı,500.0,TRY,2025-05-18T18:31:08.197
290694076,2,Kredi Kartı,450.0,TRY,2025-05-18T18:31:08.233
290694076,1,Nakit,438.6,TRY,2025-05-18T18:31:08.277
290694089,29,YS Online,1547.8,TRY,2025-05-18T18:40:01.42
290696052,2,Kredi Kartı,799.2,TRY,2025-05-18T18:39:59.663
290697531,6,Pluxee (Sodexo),1289.6,TRY,2025-05-18T18:39:56
290697532,2,Kredi Kartı,939.8,TRY,2025-05-18T18:40:05.333
290698680,2,Kredi Kartı,514.16,TRY,2025-05-18T18:45:47.147
