Category,Product Name,Product ID,Unit,Unit ID,Is Default Unit,Tax Rate,Stock Follow,Price,Order Type
Burger Menüler,Burgerator Burger Menü,980599,100,1026775,True,1.0,False,399.6,3
Burger Menüler,Burgerator Burger Menü,980599,100,1026775,True,1.0,False,399.6,5
Burger Menüler,Burgerator Burger Menü,980599,140,1026776,False,1.0,False,449.9,1
Burger Menüler,Burgerator Burger Menü,980599,140,1026776,False,1.0,False,449.9,3
Burger Menüler,Burgerator Burger Menü,980599,140,1026776,False,1.0,False,449.9,5
Burger Menüler,Burgerator Burger Menü,980599,200,1026777,False,1.0,False,499.9,1
Burger Menüler,Burgerator Burger Menü,980599,200,1026777,False,1.0,False,499.9,3
Burger Menüler,Burgerator Burger Menü,980599,200,1026777,False,1.0,False,499.9,5
Burger Menüler,Burgerator Burger Menü,980599,280,1026778,False,1.0,False,549.9,1
Burger Menüler,Burgerator Burger Menü,980599,280,1026778,False,1.0,False,549.9,3
Burger Menüler,Burgerator Burger Menü,980599,280,1026778,False,1.0,False,549.9,5
Burger Menüler,Burgerator Burger Menü,980599,300,6161931,False,1.0,False,649.9,1
Burger Menüler,Burgerator Burger Menü,980599,300,6161931,False,1.0,False,649.9,3
Burger Menüler,Burgerator Burger Menü,980599,300,6161931,False,1.0,False,649.9,5
Burger Menüler,Burgerator Burger Menü,980599,420,6161932,False,1.0,False,749.9,1
Burger Menüler,Burgerator Burger Menü,980599,420,6161932,False,1.0,False,749.9,3
Burger Menüler,Burgerator Burger Menü,980599,420,6161932,False,1.0,False,749.9,5
Burger Menüler,BBQ Burger Menü,987154,100,1033741,True,1.0,False,399.9,1
Burger Menüler,BBQ Burger Menü,987154,100,1033741,True,1.0,False,399.9,3
Burger Menüler,BBQ Burger Menü,987154,100,1033741,True,1.0,False,399.9,5
Burger Menüler,BBQ Burger Menü,987154,140,1033742,False,1.0,False,449.9,1
Burger Menüler,BBQ Burger Menü,987154,140,1033742,False,1.0,False,449.9,3
Burger Menüler,BBQ Burger Menü,987154,140,1033742,False,1.0,False,449.9,5
Burger Menüler,BBQ Burger Menü,987154,200,1033743,False,1.0,False,499.9,1
Burger Menüler,BBQ Burger Menü,987154,200,1033743,False,1.0,False,499.9,3
Burger Menüler,BBQ Burger Menü,987154,200,1033743,False,1.0,False,499.9,5
Burger Menüler,BBQ Burger Menü,987154,280,1033744,False,1.0,False,549.9,1
Burger Menüler,BBQ Burger Menü,987154,280,1033744,False,1.0,False,549.9,3
Burger Menüler,BBQ Burger Menü,987154,280,1033744,False,1.0,False,549.9,5
Burger Menüler,BBQ Burger Menü,987154,300,6161755,False,1.0,False,649.9,1
Burger Menüler,BBQ Burger Menü,987154,300,6161755,False,1.0,False,649.9,3
Burger Menüler,BBQ Burger Menü,987154,300,6161755,False,1.0,False,649.9,5
Burger Menüler,BBQ Burger Menü,987154,420,6161760,False,1.0,False,749.9,1
Burger Menüler,BBQ Burger Menü,987154,420,6161760,False,1.0,False,749.9,3
Burger Menüler,BBQ Burger Menü,987154,420,6161760,False,1.0,False,749.9,5
Burger Menüler,Mushroom Burger Menü,987155,100,1033745,True,1.0,False,419.9,1
Burger Menüler,Mushroom Burger Menü,987155,100,1033745,True,1.0,False,419.9,3
Burger Menüler,Mushroom Burger Menü,987155,100,1033745,True,1.0,False,419.9,5
Burger Menüler,Mushroom Burger Menü,987155,140,1033746,False,1.0,False,469.9,1
Burger Menüler,Mushroom Burger Menü,987155,140,1033746,False,1.0,False,469.9,3
Burger Menüler,Mushroom Burger Menü,987155,140,1033746,False,1.0,False,469.9,5
Burger Menüler,Mushroom Burger Menü,987155,200,1033747,False,1.0,False,519.9,1
Burger Menüler,Mushroom Burger Menü,987155,200,1033747,False,1.0,False,519.9,3
Burger Menüler,Mushroom Burger Menü,987155,200,1033747,False,1.0,False,519.9,5
Burger Menüler,Mushroom Burger Menü,987155,280,1033748,False,1.0,False,569.9,1
Burger Menüler,Mushroom Burger Menü,987155,280,1033748,False,1.0,False,569.9,3
Burger Menüler,Mushroom Burger Menü,987155,280,1033748,False,1.0,False,569.9,5
Burger Menüler,Mushroom Burger Menü,987155,300,6161776,False,1.0,False,669.9,1
Burger Menüler,Mushroom Burger Menü,987155,300,6161776,False,1.0,False,669.9,3
Burger Menüler,Mushroom Burger Menü,987155,300,6161776,False,1.0,False,669.9,5
Burger Menüler,Mushroom Burger Menü,987155,420,6161777,False,1.0,False,769.9,1
Burger Menüler,Mushroom Burger Menü,987155,420,6161777,False,1.0,False,769.9,3
Burger Menüler,Mushroom Burger Menü,987155,420,6161777,False,1.0,False,769.9,5
Burger Menüler,Hot Chili Burger Menü,987181,100,1033779,True,1.0,False,419.9,1
Burger Menüler,Hot Chili Burger Menü,987181,100,1033779,True,1.0,False,419.9,3
Burger Menüler,Hot Chili Burger Menü,987181,100,1033779,True,1.0,False,419.9,5
Burger Menüler,Hot Chili Burger Menü,987181,140,1033780,False,1.0,False,454.9,1
Burger Menüler,Hot Chili Burger Menü,987181,140,1033780,False,1.0,False,454.9,3
Burger Menüler,Hot Chili Burger Menü,987181,140,1033780,False,1.0,False,454.9,5
Burger Menüler,Hot Chili Burger Menü,987181,200,1033781,False,1.0,False,519.9,1
Burger Menüler,Hot Chili Burger Menü,987181,200,1033781,False,1.0,False,519.9,3
Burger Menüler,Hot Chili Burger Menü,987181,200,1033781,False,1.0,False,519.9,5
Burger Menüler,Hot Chili Burger Menü,987181,280,1033782,False,1.0,False,554.9,1
Burger Menüler,Hot Chili Burger Menü,987181,280,1033782,False,1.0,False,554.9,3
Burger Menüler,Hot Chili Burger Menü,987181,280,1033782,False,1.0,False,554.9,5
Burger Menüler,Hot Chili Burger Menü,987181,300,6161780,False,1.0,False,654.9,1
Burger Menüler,Hot Chili Burger Menü,987181,300,6161780,False,1.0,False,654.9,3
Burger Menüler,Hot Chili Burger Menü,987181,300,6161780,False,1.0,False,654.9,5
Burger Menüler,Hot Chili Burger Menü,987181,420,6161781,False,1.0,False,754.9,1
Burger Menüler,Hot Chili Burger Menü,987181,420,6161781,False,1.0,False,754.9,3
Burger Menüler,Hot Chili Burger Menü,987181,420,6161781,False,1.0,False,754.9,5
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,100,1033783,True,1.0,False,419.9,1
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,100,1033783,True,1.0,False,419.9,3
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,100,1033783,True,1.0,False,419.9,5
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,140,1033784,False,1.0,False,459.9,1
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,140,1033784,False,1.0,False,459.9,3
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,140,1033784,False,1.0,False,459.9,5
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,200,1033785,False,1.0,False,499.9,1
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,200,1033785,False,1.0,False,499.9,3
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,200,1033785,False,1.0,False,499.9,5
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,280,1033786,False,1.0,False,559.9,1
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,280,1033786,False,1.0,False,559.9,3
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,280,1033786,False,1.0,False,559.9,5
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,300,6161794,False,1.0,False,659.9,1
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,300,6161794,False,1.0,False,659.9,3
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,300,6161794,False,1.0,False,659.9,5
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,420,6161795,False,1.0,False,759.9,1
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,420,6161795,False,1.0,False,759.9,3
Burger Menüler,Köz Patlıcanlı Burger Menü,987182,420,6161795,False,1.0,False,759.9,5
Burger Menüler,Sucuklu Burger Menü,987183,100,1033787,True,1.0,False,449.9,1
Burger Menüler,Sucuklu Burger Menü,987183,100,1033787,True,1.0,False,449.9,3
Burger Menüler,Sucuklu Burger Menü,987183,100,1033787,True,1.0,False,449.9,5
Burger Menüler,Sucuklu Burger Menü,987183,140,1033788,False,1.0,False,489.9,1
Burger Menüler,Sucuklu Burger Menü,987183,140,1033788,False,1.0,False,489.9,3
Burger Menüler,Sucuklu Burger Menü,987183,140,1033788,False,1.0,False,489.9,5
Burger Menüler,Sucuklu Burger Menü,987183,200,1033789,False,1.0,False,539.9,1
Burger Menüler,Sucuklu Burger Menü,987183,200,1033789,False,1.0,False,539.9,3
Burger Menüler,Sucuklu Burger Menü,987183,200,1033789,False,1.0,False,539.9,5
Burger Menüler,Sucuklu Burger Menü,987183,280,1033790,False,1.0,False,589.9,1
Burger Menüler,Sucuklu Burger Menü,987183,280,1033790,False,1.0,False,589.9,3
Burger Menüler,Sucuklu Burger Menü,987183,280,1033790,False,1.0,False,589.9,5
Burger Menüler,Sucuklu Burger Menü,987183,300,6161806,False,1.0,False,689.9,1
Burger Menüler,Sucuklu Burger Menü,987183,300,6161806,False,1.0,False,689.9,3
Burger Menüler,Sucuklu Burger Menü,987183,300,6161806,False,1.0,False,689.9,5
Burger Menüler,Sucuklu Burger Menü,987183,420,6161807,False,1.0,False,789.9,1
Burger Menüler,Sucuklu Burger Menü,987183,420,6161807,False,1.0,False,789.9,3
Burger Menüler,Sucuklu Burger Menü,987183,420,6161807,False,1.0,False,789.9,5
Burger Menüler,Anadolu Burger Menü,987185,100,1033795,True,1.0,False,459.9,1
Burger Menüler,Anadolu Burger Menü,987185,100,1033795,True,1.0,False,459.9,3
Burger Menüler,Anadolu Burger Menü,987185,100,1033795,True,1.0,False,459.9,5
Burger Menüler,Anadolu Burger Menü,987185,140,1033796,False,1.0,False,519.9,1
Burger Menüler,Anadolu Burger Menü,987185,140,1033796,False,1.0,False,519.9,3
Burger Menüler,Anadolu Burger Menü,987185,140,1033796,False,1.0,False,519.9,5
Burger Menüler,Anadolu Burger Menü,987185,200,1033797,False,1.0,False,569.9,1
Burger Menüler,Anadolu Burger Menü,987185,200,1033797,False,1.0,False,569.9,3
Burger Menüler,Anadolu Burger Menü,987185,200,1033797,False,1.0,False,569.9,5
Burger Menüler,Anadolu Burger Menü,987185,280,1033798,False,1.0,False,599.9,1
Burger Menüler,Anadolu Burger Menü,987185,280,1033798,False,1.0,False,599.9,3
Burger Menüler,Anadolu Burger Menü,987185,280,1033798,False,1.0,False,599.9,5
Burger Menüler,Anadolu Burger Menü,987185,300,6161800,False,1.0,False,699.9,1
Burger Menüler,Anadolu Burger Menü,987185,300,6161800,False,1.0,False,699.9,3
Burger Menüler,Anadolu Burger Menü,987185,300,6161800,False,1.0,False,699.9,5
Burger Menüler,Anadolu Burger Menü,987185,420,6161801,False,1.0,False,799.9,1
Burger Menüler,Anadolu Burger Menü,987185,420,6161801,False,1.0,False,799.9,3
Burger Menüler,Anadolu Burger Menü,987185,420,6161801,False,1.0,False,799.9,5
Burger Menüler,Thunder Burger Menü,987186,100,1033799,True,1.0,False,459.9,1
Burger Menüler,Thunder Burger Menü,987186,100,1033799,True,1.0,False,459.9,3
Burger Menüler,Thunder Burger Menü,987186,100,1033799,True,1.0,False,459.9,5
Burger Menüler,Thunder Burger Menü,987186,140,1033800,False,1.0,False,499.9,1
Burger Menüler,Thunder Burger Menü,987186,140,1033800,False,1.0,False,499.9,3
Burger Menüler,Thunder Burger Menü,987186,140,1033800,False,1.0,False,499.9,5
Burger Menüler,Thunder Burger Menü,987186,200,1033801,False,1.0,False,549.9,1
Burger Menüler,Thunder Burger Menü,987186,200,1033801,False,1.0,False,549.9,3
Burger Menüler,Thunder Burger Menü,987186,200,1033801,False,1.0,False,549.9,5
Burger Menüler,Thunder Burger Menü,987186,280,1033802,False,1.0,False,599.9,1
Burger Menüler,Thunder Burger Menü,987186,280,1033802,False,1.0,False,599.9,3
Burger Menüler,Thunder Burger Menü,987186,280,1033802,False,1.0,False,599.9,5
Burger Menüler,Thunder Burger Menü,987186,300,6161808,False,1.0,False,699.9,1
Burger Menüler,Thunder Burger Menü,987186,300,6161808,False,1.0,False,699.9,3
Burger Menüler,Thunder Burger Menü,987186,300,6161808,False,1.0,False,699.9,5
Burger Menüler,Thunder Burger Menü,987186,420,6161809,False,1.0,False,799.9,1
Burger Menüler,Thunder Burger Menü,987186,420,6161809,False,1.0,False,799.9,3
Burger Menüler,Thunder Burger Menü,987186,420,6161809,False,1.0,False,799.9,5
Burger Menüler,Truffles Burger Menü,6201435,100,6571234,True,1.0,False,419.9,1
Burger Menüler,Truffles Burger Menü,6201435,100,6571234,True,1.0,False,419.9,3
Burger Menüler,Truffles Burger Menü,6201435,100,6571234,True,1.0,False,419.9,5
Burger Menüler,Truffles Burger Menü,6201435,140,6571235,False,1.0,False,479.9,1
Burger Menüler,Truffles Burger Menü,6201435,140,6571235,False,1.0,False,479.9,3
Burger Menüler,Truffles Burger Menü,6201435,140,6571235,False,1.0,False,479.9,5
Burger Menüler,Truffles Burger Menü,6201435,200,6571236,False,1.0,False,529.9,1
Burger Menüler,Truffles Burger Menü,6201435,200,6571236,False,1.0,False,529.9,3
Burger Menüler,Truffles Burger Menü,6201435,200,6571236,False,1.0,False,529.9,5
Burger Menüler,Truffles Burger Menü,6201435,280,6571237,False,1.0,False,579.9,1
Burger Menüler,Truffles Burger Menü,6201435,280,6571237,False,1.0,False,579.9,3
Burger Menüler,Truffles Burger Menü,6201435,280,6571237,False,1.0,False,579.9,5
Burger Menüler,Truffles Burger Menü,6201435,300,6571238,False,1.0,False,679.9,1
Burger Menüler,Truffles Burger Menü,6201435,300,6571238,False,1.0,False,679.9,3
Burger Menüler,Truffles Burger Menü,6201435,300,6571238,False,1.0,False,679.9,5
Burger Menüler,Truffles Burger Menü,6201435,420,6571239,False,1.0,False,779.9,1
Burger Menüler,Truffles Burger Menü,6201435,420,6571239,False,1.0,False,779.9,3
Burger Menüler,Truffles Burger Menü,6201435,420,6571239,False,1.0,False,779.9,5
Burger Menüler,Akdeniz Burger Menü,7370705,100,7789802,True,1.0,False,429.6,1
Burger Menüler,Akdeniz Burger Menü,7370705,100,7789802,True,1.0,False,429.6,3
Burger Menüler,Akdeniz Burger Menü,7370705,100,7789802,True,1.0,False,429.6,5
Burger Menüler,Akdeniz Burger Menü,7370705,140,7789803,False,1.0,False,459.9,1
Burger Menüler,Akdeniz Burger Menü,7370705,140,7789803,False,1.0,False,459.9,3
Burger Menüler,Akdeniz Burger Menü,7370705,140,7789803,False,1.0,False,459.9,5
Burger Menüler,Akdeniz Burger Menü,7370705,200,7789804,False,1.0,False,529.9,1
Burger Menüler,Akdeniz Burger Menü,7370705,200,7789804,False,1.0,False,529.9,3
Burger Menüler,Akdeniz Burger Menü,7370705,200,7789804,False,1.0,False,529.9,5
Burger Menüler,Akdeniz Burger Menü,7370705,280,7789805,False,1.0,False,569.9,1
Burger Menüler,Akdeniz Burger Menü,7370705,280,7789805,False,1.0,False,569.9,3
Burger Menüler,Akdeniz Burger Menü,7370705,280,7789805,False,1.0,False,569.9,5
Burger Menüler,Akdeniz Burger Menü,7370705,300,7789806,False,1.0,False,669.9,1
Burger Menüler,Akdeniz Burger Menü,7370705,300,7789806,False,1.0,False,669.9,3
Burger Menüler,Akdeniz Burger Menü,7370705,300,7789806,False,1.0,False,669.9,5
Burger Menüler,Akdeniz Burger Menü,7370705,420,7789807,False,1.0,False,769.9,1
Burger Menüler,Akdeniz Burger Menü,7370705,420,7789807,False,1.0,False,769.9,3
Burger Menüler,Akdeniz Burger Menü,7370705,420,7789807,False,1.0,False,769.9,5
Burger Menüler,Umami Truffle Burger Menü,7370715,100,7789817,True,1.0,False,429.6,1
Burger Menüler,Umami Truffle Burger Menü,7370715,100,7789817,True,1.0,False,429.6,3
Burger Menüler,Umami Truffle Burger Menü,7370715,100,7789817,True,1.0,False,429.6,5
Burger Menüler,Umami Truffle Burger Menü,7370715,140,7789818,False,1.0,False,459.9,1
Burger Menüler,Umami Truffle Burger Menü,7370715,140,7789818,False,1.0,False,459.9,3
Burger Menüler,Umami Truffle Burger Menü,7370715,140,7789818,False,1.0,False,459.9,5
Burger Menüler,Umami Truffle Burger Menü,7370715,200,7789819,False,1.0,False,529.9,1
Burger Menüler,Umami Truffle Burger Menü,7370715,200,7789819,False,1.0,False,529.9,3
Burger Menüler,Umami Truffle Burger Menü,7370715,200,7789819,False,1.0,False,529.9,5
Burger Menüler,Umami Truffle Burger Menü,7370715,280,7789820,False,1.0,False,569.9,1
Burger Menüler,Umami Truffle Burger Menü,7370715,280,7789820,False,1.0,False,569.9,3
Burger Menüler,Umami Truffle Burger Menü,7370715,280,7789820,False,1.0,False,569.9,5
Burger Menüler,Umami Truffle Burger Menü,7370715,300,7789821,False,1.0,False,669.9,1
Burger Menüler,Umami Truffle Burger Menü,7370715,300,7789821,False,1.0,False,669.9,3
Burger Menüler,Umami Truffle Burger Menü,7370715,300,7789821,False,1.0,False,669.9,5
Burger Menüler,Umami Truffle Burger Menü,7370715,420,7789822,False,1.0,False,769.9,1
Burger Menüler,Umami Truffle Burger Menü,7370715,420,7789822,False,1.0,False,769.9,3
Burger Menüler,Umami Truffle Burger Menü,7370715,420,7789822,False,1.0,False,769.9,5
Burger Menüler,Spicy Ananas Burger Menü,7370747,100,7789854,True,1.0,False,429.6,1
Burger Menüler,Spicy Ananas Burger Menü,7370747,100,7789854,True,1.0,False,429.6,3
Burger Menüler,Spicy Ananas Burger Menü,7370747,100,7789854,True,1.0,False,429.6,5
Burger Menüler,Spicy Ananas Burger Menü,7370747,140,7789855,False,1.0,False,459.9,1
Burger Menüler,Spicy Ananas Burger Menü,7370747,140,7789855,False,1.0,False,459.9,3
Burger Menüler,Spicy Ananas Burger Menü,7370747,140,7789855,False,1.0,False,459.9,5
Burger Menüler,Spicy Ananas Burger Menü,7370747,200,7789856,False,1.0,False,529.9,1
Burger Menüler,Spicy Ananas Burger Menü,7370747,200,7789856,False,1.0,False,529.9,3
Burger Menüler,Spicy Ananas Burger Menü,7370747,200,7789856,False,1.0,False,529.9,5
Burger Menüler,Spicy Ananas Burger Menü,7370747,280,7789857,False,1.0,False,569.9,1
Burger Menüler,Spicy Ananas Burger Menü,7370747,280,7789857,False,1.0,False,569.9,3
Burger Menüler,Spicy Ananas Burger Menü,7370747,280,7789857,False,1.0,False,569.9,5
Burger Menüler,Spicy Ananas Burger Menü,7370747,300,7789858,False,1.0,False,669.9,1
Burger Menüler,Spicy Ananas Burger Menü,7370747,300,7789858,False,1.0,False,669.9,3
Burger Menüler,Spicy Ananas Burger Menü,7370747,300,7789858,False,1.0,False,669.9,5
Burger Menüler,Spicy Ananas Burger Menü,7370747,420,7789859,False,1.0,False,769.9,1
Burger Menüler,Spicy Ananas Burger Menü,7370747,420,7789859,False,1.0,False,769.9,3
Burger Menüler,Spicy Ananas Burger Menü,7370747,420,7789859,False,1.0,False,769.9,5
Extralar,Soğan Halkası,1292023,Tam,1357426,True,10.0,False,89.9,1
Extralar,Soğan Halkası,1292023,Tam,1357426,True,10.0,False,89.9,3
Extralar,Soğan Halkası,1292023,Tam,1357426,True,10.0,False,89.9,5
Extralar,Cajun Soslu Patates Kızartması,1292025,Tam,1357428,True,10.0,False,89.9,1
Extralar,Cajun Soslu Patates Kızartması,1292025,Tam,1357428,True,10.0,False,89.9,3
Extralar,Cajun Soslu Patates Kızartması,1292025,Tam,1357428,True,10.0,False,79.9,5
Extralar,Mozarella Sticks,1922113,Tam,2034946,True,10.0,False,99.9,1
Extralar,Mozarella Sticks,1922113,Tam,2034946,True,10.0,False,99.9,3
Extralar,Mozarella Sticks,1922113,Tam,2034946,True,10.0,False,99.9,5
Soslar,Hot Chili Sos,1628485,Tam,1722167,True,10.0,False,6.0,1
Soslar,Hot Chili Sos,1628485,Tam,1722167,True,10.0,False,6.0,3
Soslar,Hot Chili Sos,1628485,Tam,1722167,True,10.0,False,6.0,5
Soslar,Ranch Sos,1628486,Tam,1722168,True,10.0,False,6.0,1
Soslar,Ranch Sos,1628486,Tam,1722168,True,10.0,False,6.0,3
Soslar,Ranch Sos,1628486,Tam,1722168,True,10.0,False,6.0,5
Soslar,BBQ Sos,1628488,Tam,1722170,True,10.0,False,6.0,1
Soslar,BBQ Sos,1628488,Tam,1722170,True,10.0,False,6.0,3
Soslar,BBQ Sos,1628488,Tam,1722170,True,10.0,False,6.0,5
Soslar,Ballı Hardal Sos,1628491,Tam,1722173,True,10.0,False,6.0,1
Soslar,Ballı Hardal Sos,1628491,Tam,1722173,True,10.0,False,6.0,3
Soslar,Ballı Hardal Sos,1628491,Tam,1722173,True,10.0,False,6.0,5
Soslar,Garlic Sos,1628492,Tam,1722174,True,10.0,False,6.0,1
Soslar,Garlic Sos,1628492,Tam,1722174,True,10.0,False,6.0,3
Soslar,Garlic Sos,1628492,Tam,1722174,True,10.0,False,6.0,5
Soslar,Extra Ketçap,1628496,Tam,1722178,True,10.0,False,2.0,1
Soslar,Extra Ketçap,1628496,Tam,1722178,True,10.0,False,2.0,3
Soslar,Extra Ketçap,1628496,Tam,1722178,True,10.0,False,2.0,5
Soslar,Extra Mayonez,1628499,Tam,1722181,True,10.0,False,2.0,1
Soslar,Extra Mayonez,1628499,Tam,1722181,True,10.0,False,2.0,3
Soslar,Extra Mayonez,1628499,Tam,1722181,True,10.0,False,2.0,5
Soslar,Extra Truff mantar sos,2809718,Tam,2997841,True,10.0,False,22.9,1
Soslar,Extra Truff mantar sos,2809718,Tam,2997841,True,10.0,False,22.9,3
Soslar,Extra Truff mantar sos,2809718,Tam,2997841,True,10.0,False,22.9,5
HAMMADDE,Burger Ekmeği,4391435,Tam,4669188,True,10.0,False,4.5,1
HAMMADDE,Burger Ekmeği,4391435,Tam,4669188,True,10.0,False,4.5,3
HAMMADDE,Burger Ekmeği,4391435,Tam,4669188,True,10.0,False,4.5,5
HAMMADDE,Burger Köftesi 100 gr.,4391436,100,4669189,True,10.0,False,30.7,1
HAMMADDE,Burger Köftesi 100 gr.,4391436,100,4669189,True,10.0,False,30.7,3
HAMMADDE,Burger Köftesi 100 gr.,4391436,100,4669189,True,10.0,False,30.7,5
HAMMADDE,Mushroom Sos,4391457,Tam,4669210,True,10.0,False,6.0,1
HAMMADDE,Mushroom Sos,4391457,Tam,4669210,True,10.0,False,6.0,3
HAMMADDE,Mushroom Sos,4391457,Tam,4669210,True,10.0,False,6.0,5
HAMMADDE,Burger Köftesi 140 gr.,4391437,140,4669190,True,10.0,False,42.98,1
HAMMADDE,Burger Köftesi 140 gr.,4391437,140,4669190,True,10.0,False,42.98,3
HAMMADDE,Burger Köftesi 140 gr.,4391437,140,4669190,True,10.0,False,42.98,5
HAMMADDE,Burger Köftesi 200 gr.,4391439,200,4669192,True,10.0,False,61.4,1
HAMMADDE,Burger Köftesi 200 gr.,4391439,200,4669192,True,10.0,False,61.4,3
HAMMADDE,Burger Köftesi 200 gr.,4391439,200,4669192,True,10.0,False,61.4,5
HAMMADDE,Burger Köftesi 280 gr.,4391440,280,4669193,True,10.0,False,85.96,1
HAMMADDE,Burger Köftesi 280 gr.,4391440,280,4669193,True,10.0,False,85.96,3
HAMMADDE,Burger Köftesi 280 gr.,4391440,280,4669193,True,10.0,False,85.96,5
HAMMADDE,Burger Köftesi 300 gr.,4391441,300,4669194,True,10.0,False,92.1,1
HAMMADDE,Burger Köftesi 300 gr.,4391441,300,4669194,True,10.0,False,92.1,3
HAMMADDE,Burger Köftesi 300 gr.,4391441,300,4669194,True,10.0,False,92.1,5
HAMMADDE,Köfte Sosu,4391443,Tam,4669196,True,10.0,False,1.0,1
HAMMADDE,Köfte Sosu,4391443,Tam,4669196,True,10.0,False,1.0,3
HAMMADDE,Köfte Sosu,4391443,Tam,4669196,True,10.0,False,1.0,5
