Order ID,Table,Waiter,Order Total,Tax,Currency,Insert Date,Order Type,Status,Product,Quantity,Unit Price,Total Product Price,Product Description,Features
309137456,,can,1259.64,114.51,TRY,2025-07-14T22:27:41.237,Paket Siparişi,Kapandı,Orta Pişmiş,1.0,0.0,0.0,,
309137456,,can,1259.64,114.51,TRY,2025-07-14T22:27:41.237,Paket Siparişi,Kapandı,Orta Pişmiş,1.0,0.0,0.0,,
309137456,,can,1259.64,114.51,TRY,2025-07-14T22:27:41.237,Paket Siparişi,Kapandı,Ballı Harda,1.0,0.0,0.0,,
309137456,,can,1259.64,114.51,TRY,2025-07-14T22:27:41.237,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,630.72,630.72,,
309137456,,can,1259.64,114.51,TRY,2025-07-14T22:27:41.237,Paket Siparişi,Kapandı,Mushroom Burger Menü,1.0,628.92,628.92,,
309137456,,can,1259.64,114.51,TRY,2025-07-14T22:27:41.237,Paket Siparişi,Kapandı,200 Gram,1.0,0.0,0.0,,
309137456,,can,1259.64,114.51,TRY,2025-07-14T22:27:41.237,Paket Siparişi,Kapandı,200 Gram,1.0,0.0,0.0,,
309139217,,can,1421.02,172.24,TRY,2025-07-14T22:32:20.903,Paket Siparişi,Kapandı,Coca-Cola (33 cl.),2.0,0.0,0.0,,
309139217,,can,1421.02,172.24,TRY,2025-07-14T22:32:20.903,Paket Siparişi,Kapandı,Coca-Cola (33 cl.),1.0,0.0,0.0,,
309139217,,can,1421.02,172.24,TRY,2025-07-14T22:32:20.903,Paket Siparişi,Kapandı,100 gr.,2.0,0.0,0.0,,
309139217,,can,1421.02,172.24,TRY,2025-07-14T22:32:20.903,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,,
309139217,,can,1421.02,172.24,TRY,2025-07-14T22:32:20.903,Paket Siparişi,Kapandı,Normal Pişmiş,2.0,0.0,0.0,,
309139217,,can,1421.02,172.24,TRY,2025-07-14T22:32:20.903,Paket Siparişi,Kapandı,Barbekü Burger Mernü,1.0,704.9,704.9,,
309139217,,can,1421.02,172.24,TRY,2025-07-14T22:32:20.903,Paket Siparişi,Kapandı,140 gr.,1.0,0.0,0.0,,
309139217,,can,1421.02,172.24,TRY,2025-07-14T22:32:20.903,Paket Siparişi,Kapandı,Hot Chili Burger Mrenü,2.0,594.9,1189.8,,
309141830,,can,619.92,56.36,TRY,2025-07-14T22:39:44.597,Paket Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
309141830,,can,619.92,56.36,TRY,2025-07-14T22:39:44.597,Paket Siparişi,Kapandı,Sos İstemiyorum,1.0,0.0,0.0,,
309141830,,can,619.92,56.36,TRY,2025-07-14T22:39:44.597,Paket Siparişi,Kapandı,Orta Pişmiş,1.0,0.0,0.0,,
309141830,,can,619.92,56.36,TRY,2025-07-14T22:39:44.597,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,619.92,619.92,,
309141830,,can,619.92,56.36,TRY,2025-07-14T22:39:44.597,Paket Siparişi,Kapandı,200 Gram,1.0,0.0,0.0,,
309141936,Bahçe Masa 1,Can,1229.7,40.52,TRY,2025-07-14T22:40:01,Masa Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
309141936,Bahçe Masa 1,Can,1229.7,40.52,TRY,2025-07-14T22:40:01,Masa Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
309141936,Bahçe Masa 1,Can,1229.7,40.52,TRY,2025-07-14T22:40:01,Masa Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
309141936,Bahçe Masa 1,Can,1229.7,40.52,TRY,2025-07-14T22:40:01,Masa Siparişi,Kapandı,Hot Chili Burger Menü,1.0,419.9,419.9,,"Cajun Baharatı İstiyorum, Normal Pişim"
309141936,Bahçe Masa 1,Can,1229.7,40.52,TRY,2025-07-14T22:40:01,Masa Siparişi,Kapandı,Anadolu Burger Menü,1.0,459.9,459.9,,"Cajun Baharatı İstiyorum, Normal Pişim"
309141936,Bahçe Masa 1,Can,1229.7,40.52,TRY,2025-07-14T22:40:01,Masa Siparişi,Kapandı,Onion Chicky Burger Menü,1.0,349.9,349.9,,
309142324,,can,1094.77,132.7,TRY,2025-07-14T22:41:10.607,Paket Siparişi,Kapandı,Burger,2.0,0.0,0.0, | Özellikler Normal Pişmiş,
309142324,,can,1094.77,132.7,TRY,2025-07-14T22:41:10.607,Paket Siparişi,Kapandı,Cajun Soslu Patates Kızartması,1.0,149.9,149.9,,
309142324,,can,1094.77,132.7,TRY,2025-07-14T22:41:10.607,Paket Siparişi,Kapandı,Burgerator Burger (140 gr.) Menü,2.0,654.9,1309.8,,
309142324,,can,1094.77,132.7,TRY,2025-07-14T22:41:10.607,Paket Siparişi,Kapandı,"Susurluk Ayran (24,5 cl.)",2.0,0.0,0.0,,
309142608,,can,1349.73,122.7,TRY,2025-07-14T22:42:00.33,Paket Siparişi,Kapandı,COLA ŞEKERSİZ,3.0,0.0,0.0,,
309142608,,can,1349.73,122.7,TRY,2025-07-14T22:42:00.33,Paket Siparişi,Kapandı,Sos İstemiyorum,3.0,0.0,0.0,,
309142608,,can,1349.73,122.7,TRY,2025-07-14T22:42:00.33,Paket Siparişi,Kapandı,Orta Pişmiş,3.0,0.0,0.0,,
309142608,,can,1349.73,122.7,TRY,2025-07-14T22:42:00.33,Paket Siparişi,Kapandı,Mushroom Burger Menü,3.0,449.91,1349.73,,
309142608,,can,1349.73,122.7,TRY,2025-07-14T22:42:00.33,Paket Siparişi,Kapandı,100 Gram,3.0,0.0,0.0,,
309142664,Bahçe Masa 2,Can,419.9,4.16,TRY,2025-07-14T22:42:09.933,Masa Siparişi,Kapandı,ICE TEA ŞEFTALİ,1.0,0.0,0.0,,
309142664,Bahçe Masa 2,Can,419.9,4.16,TRY,2025-07-14T22:42:09.933,Masa Siparişi,Kapandı,Hot Chili Burger Menü,1.0,419.9,419.9,,"Cajun Baharatı İstiyorum, Normal Pişim"
309143360,,can,506.17,61.35,TRY,2025-07-14T22:44:15.98,Paket Siparişi,Kapandı,Burger,1.0,0.0,0.0, | Özellikler Normal Pişmiş,
309143360,,can,506.17,61.35,TRY,2025-07-14T22:44:15.98,Paket Siparişi,Kapandı,Burgerator Burger (200 gr.) Menü,1.0,674.9,674.9,,
309143360,,can,506.17,61.35,TRY,2025-07-14T22:44:15.98,Paket Siparişi,Kapandı,"Susurluk Ayran (24,5 cl.)",1.0,0.0,0.0,,
309192528,,can,440.91,40.08,TRY,2025-07-15T11:15:27.293,Paket Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
309192528,,can,440.91,40.08,TRY,2025-07-15T11:15:27.293,Paket Siparişi,Kapandı,Sos İstemiyorum,1.0,0.0,0.0,,
309192528,,can,440.91,40.08,TRY,2025-07-15T11:15:27.293,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,,
309192528,,can,440.91,40.08,TRY,2025-07-15T11:15:27.293,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,440.91,440.91,,
309192528,,can,440.91,40.08,TRY,2025-07-15T11:15:27.293,Paket Siparişi,Kapandı,100 Gram,1.0,0.0,0.0,,
309194276,,Can,899.5,8.91,TRY,2025-07-15T11:26:04.987,Paket Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
309194276,,Can,899.5,8.91,TRY,2025-07-15T11:26:04.987,Paket Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
309194276,,Can,899.5,8.91,TRY,2025-07-15T11:26:04.987,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,499.9,499.9,,"Normal Pişim, Cajun Baharatı İstiyorum, Eldiven İstiyorum"
309194276,,Can,899.5,8.91,TRY,2025-07-15T11:26:04.987,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,399.6,399.6,,"Normal Pişim, Cajun Baharatı İstiyorum, Eldiven İstiyorum"
309196117,,can,438.67,53.17,TRY,2025-07-15T11:36:41.053,Paket Siparişi,Kapandı,Coca-Cola Zero Sugar (33 cl.),1.0,0.0,0.0,,
309196117,,can,438.67,53.17,TRY,2025-07-15T11:36:41.053,Paket Siparişi,Kapandı,100 gr.,1.0,0.0,0.0,,
309196117,,can,438.67,53.17,TRY,2025-07-15T11:36:41.053,Paket Siparişi,Kapandı,İstemiyorum,1.0,0.0,0.0,,
309196117,,can,438.67,53.17,TRY,2025-07-15T11:36:41.053,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,584.9,584.9,,
309196117,,can,438.67,53.17,TRY,2025-07-15T11:36:41.053,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,,
309196831,,Can,455.8,41.44,TRY,2025-07-15T11:40:21.63,Paket Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
309196831,,Can,455.8,41.44,TRY,2025-07-15T11:40:21.63,Paket Siparişi,Kapandı,Ranch Sos,1.0,6.0,6.0,,
309196831,,Can,455.8,41.44,TRY,2025-07-15T11:40:21.63,Paket Siparişi,Kapandı,Mozarella Sticks,1.0,99.9,99.9,,
309196831,,Can,455.8,41.44,TRY,2025-07-15T11:40:21.63,Paket Siparişi,Kapandı,Basic Chicky Burger Menü,1.0,349.9,349.9,,
309197617,,can,506.17,61.35,TRY,2025-07-15T11:44:36.033,Paket Siparişi,Kapandı,Burger,1.0,0.0,0.0, | Özellikler Normal Pişmiş,
309197617,,can,506.17,61.35,TRY,2025-07-15T11:44:36.033,Paket Siparişi,Kapandı,Burgerator Burger (200 gr.) Menü,1.0,674.9,674.9,İlk defa söylüyorum turşu varsa koymayın lütfen,
309197617,,can,506.17,61.35,TRY,2025-07-15T11:44:36.033,Paket Siparişi,Kapandı,Coca-Cola Zero Sugar (33 cl.),1.0,0.0,0.0,,
309197833,,can,4784.1,579.89,TRY,2025-07-15T11:45:41.11,Paket Siparişi,Kapandı,Burger,4.0,0.0,0.0, | Özellikler Normal Pişmiş,
309197833,,can,4784.1,579.89,TRY,2025-07-15T11:45:41.11,Paket Siparişi,Kapandı,Coca-Cola (33 cl.),4.0,0.0,0.0,,
309197833,,can,4784.1,579.89,TRY,2025-07-15T11:45:41.11,Paket Siparişi,Kapandı,Coca-Cola (33 cl.),8.0,0.0,0.0,,
309197833,,can,4784.1,579.89,TRY,2025-07-15T11:45:41.11,Paket Siparişi,Kapandı,Truffles Burger (100 gr.) Menü,4.0,594.9,2379.6,,
309197833,,can,4784.1,579.89,TRY,2025-07-15T11:45:41.11,Paket Siparişi,Kapandı,Chili Chicky Burger Menü,8.0,499.9,3999.2,,
309200492,,can,426.52,51.7,TRY,2025-07-15T11:58:31.05,Paket Siparişi,Kapandı,Mozzarella Sticks,1.0,169.9,169.9,,
309200492,,can,426.52,51.7,TRY,2025-07-15T11:58:31.05,Paket Siparişi,Kapandı,Cajun Soslu Patates Kızartması,2.0,149.9,299.8,,
309200492,,can,426.52,51.7,TRY,2025-07-15T11:58:31.05,Paket Siparişi,Kapandı,Trüff Mantar Sos,1.0,33.0,33.0,,
309200492,,can,426.52,51.7,TRY,2025-07-15T11:58:31.05,Paket Siparişi,Kapandı,Garlic Sos,2.0,22.0,44.0,,
309200492,,can,426.52,51.7,TRY,2025-07-15T11:58:31.05,Paket Siparişi,Kapandı,Barbekü Sos,1.0,22.0,22.0,,
309205194,,can,489.67,59.35,TRY,2025-07-15T12:18:01.797,Paket Siparişi,Kapandı,Coca-Cola (33 cl.),1.0,0.0,0.0,,
309205194,,can,489.67,59.35,TRY,2025-07-15T12:18:01.797,Paket Siparişi,Kapandı,100 gr.,1.0,0.0,0.0,,
309205194,,can,489.67,59.35,TRY,2025-07-15T12:18:01.797,Paket Siparişi,Kapandı,İstemiyorum,1.0,0.0,0.0,,
309205194,,can,489.67,59.35,TRY,2025-07-15T12:18:01.797,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,652.9,652.9,,
309205194,,can,489.67,59.35,TRY,2025-07-15T12:18:01.797,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,,
309205194,,can,489.67,59.35,TRY,2025-07-15T12:18:01.797,Paket Siparişi,Kapandı,Pastırma,1.0,0.0,0.0,,
309206879,,can,637.91,57.99,TRY,2025-07-15T12:24:15.62,Paket Siparişi,Kapandı,"Özerhisar Ayran (24,5 Cl.)",1.0,0.0,0.0,,
309206879,,can,637.91,57.99,TRY,2025-07-15T12:24:15.62,Paket Siparişi,Kapandı,Hot Chili Burger (280 Gr.) Menü,1.0,637.91,637.91,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,COLA ŞEKERSİZ,2.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Extra Truff mantar sos,1.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Sos İstemiyorum,1.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Sos İstemiyorum,2.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Ayran (25 cl.),1.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Normal Pişmiş,2.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Cappy Karışık (33 cl.),1.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,440.91,440.91,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Burgerator Burger Menü,2.0,440.91,881.82,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,140 Gram,1.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,Mushroom Burger Menü,1.0,555.12,555.12,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,100 Gram,2.0,0.0,0.0,,
309209085,,can,1877.85,170.72,TRY,2025-07-15T12:32:25.363,Paket Siparişi,Kapandı,100 Gram,1.0,0.0,0.0,,
309212128,,can,584.91,53.17,TRY,2025-07-15T12:43:43.94,Paket Siparişi,Kapandı,Cappy (330 ml),1.0,0.0,0.0,İçecek Tercihi,
309212128,,can,584.91,53.17,TRY,2025-07-15T12:43:43.94,Paket Siparişi,Kapandı,Cappy Karışık (330 ml),1.0,0.0,0.0,Cappy Tercihi,
309212128,,can,584.91,53.17,TRY,2025-07-15T12:43:43.94,Paket Siparişi,Kapandı,100 g,1.0,0.0,0.0,Gramaj Seçimi,
309212128,,can,584.91,53.17,TRY,2025-07-15T12:43:43.94,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,Pişirme Derecesi Tercihi,
309212128,,can,584.91,53.17,TRY,2025-07-15T12:43:43.94,Paket Siparişi,Kapandı,Thunder Burger Menü,1.0,584.91,584.91,,
309213408,,can,989.82,89.98,TRY,2025-07-15T12:48:14.92,Paket Siparişi,Kapandı,COLA ŞEKERSİZ,2.0,0.0,0.0,,
309213408,,can,989.82,89.98,TRY,2025-07-15T12:48:14.92,Paket Siparişi,Kapandı,Sos İstemiyorum,2.0,0.0,0.0,,
309213408,,can,989.82,89.98,TRY,2025-07-15T12:48:14.92,Paket Siparişi,Kapandı,Normal Pişmiş,2.0,0.0,0.0,,
309213408,,can,989.82,89.98,TRY,2025-07-15T12:48:14.92,Paket Siparişi,Kapandı,Anadolu Burger Menü,2.0,494.91,989.82,,
309213408,,can,989.82,89.98,TRY,2025-07-15T12:48:14.92,Paket Siparişi,Kapandı,100 Gram,2.0,0.0,0.0,,
309213466,,can,551.17,66.81,TRY,2025-07-15T12:48:26.04,Paket Siparişi,Kapandı,Burger,1.0,0.0,0.0, | Özellikler Orta Pişmiş,
309213466,,can,551.17,66.81,TRY,2025-07-15T12:48:26.04,Paket Siparişi,Kapandı,Coca-Cola Zero Sugar (33 cl.),1.0,0.0,0.0,,
309213466,,can,551.17,66.81,TRY,2025-07-15T12:48:26.04,Paket Siparişi,Kapandı,Thunder Burger (200 gr.) Menü,1.0,734.9,734.9,,
309213946,,can,440.91,40.08,TRY,2025-07-15T12:50:09.99,Paket Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,İçecek Tercihi,
309213946,,can,440.91,40.08,TRY,2025-07-15T12:50:09.99,Paket Siparişi,Kapandı,100 g,1.0,0.0,0.0,Gramaj Seçimi,
309213946,,can,440.91,40.08,TRY,2025-07-15T12:50:09.99,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,Pişirme Derecesi Tercihi,
309213946,,can,440.91,40.08,TRY,2025-07-15T12:50:09.99,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,440.91,440.91,,
309214000,,can,438.67,53.17,TRY,2025-07-15T12:50:21.123,Paket Siparişi,Kapandı,Coca-Cola Zero Sugar (33 cl.),1.0,0.0,0.0,,
309214000,,can,438.67,53.17,TRY,2025-07-15T12:50:21.123,Paket Siparişi,Kapandı,100 gr.,1.0,0.0,0.0,,
309214000,,can,438.67,53.17,TRY,2025-07-15T12:50:21.123,Paket Siparişi,Kapandı,İstemiyorum,1.0,0.0,0.0,,
309214000,,can,438.67,53.17,TRY,2025-07-15T12:50:21.123,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,584.9,584.9,,
309214000,,can,438.67,53.17,TRY,2025-07-15T12:50:21.123,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,,
309214216,,can,438.67,53.17,TRY,2025-07-15T12:51:06.63,Paket Siparişi,Kapandı,100 gr.,1.0,0.0,0.0,,
309214216,,can,438.67,53.17,TRY,2025-07-15T12:51:06.63,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,584.9,584.9,,
309214216,,can,438.67,53.17,TRY,2025-07-15T12:51:06.63,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,,
309214216,,can,438.67,53.17,TRY,2025-07-15T12:51:06.63,Paket Siparişi,Kapandı,Lipton Ice Tea  Şeftali (33 cl.),1.0,0.0,0.0,,
309214938,,can,744.32,67.66,TRY,2025-07-15T12:53:42.677,Paket Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,İçecek Tercihi,
309214938,,can,744.32,67.66,TRY,2025-07-15T12:53:42.677,Paket Siparişi,Kapandı,Mozarella Sticks,1.0,103.41,103.41,,
309214938,,can,744.32,67.66,TRY,2025-07-15T12:53:42.677,Paket Siparişi,Kapandı,Karamelize Soğan,1.0,0.0,0.0,Çıkarılacak Malzeme Tercihi,
309214938,,can,744.32,67.66,TRY,2025-07-15T12:53:42.677,Paket Siparişi,Kapandı,Normal Pişmiş,1.0,0.0,0.0,Pişirme Derecesi Tercihi,
309214938,,can,744.32,67.66,TRY,2025-07-15T12:53:42.677,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,640.91,640.91,,
309214938,,can,744.32,67.66,TRY,2025-07-15T12:53:42.677,Paket Siparişi,Kapandı,200 g,1.0,0.0,0.0,Gramaj Seçimi,
309215227,,Can,1644.2,19.99,TRY,2025-07-15T12:54:38.9,Paket Siparişi,Kapandı,Coca Cola (330 ml),4.0,0.0,0.0,,
309215227,,Can,1644.2,19.99,TRY,2025-07-15T12:54:38.9,Paket Siparişi,Kapandı,Burgerator Burger Menü,4.0,399.6,1598.4,,"Normal Pişim, Eldiven İstiyorum, Cajun Baharatı İstiyorum"
309215227,,Can,1644.2,19.99,TRY,2025-07-15T12:54:38.9,Paket Siparişi,Kapandı,Extra Truff mantar sos,2.0,22.9,45.8,,
309215838,,Can,399.6,3.96,TRY,2025-07-15T12:56:50.743,Paket Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
309215838,,Can,399.6,3.96,TRY,2025-07-15T12:56:50.743,Paket Siparişi,Kapandı,Burgerator Burger Menü,1.0,399.6,399.6,,"Normal Pişim, Eldiven İstiyorum, Cajun Baharatı İstiyorum"
309216623,,can,701.82,63.8,TRY,2025-07-15T12:59:33.077,Paket Siparişi,Kapandı,COLA ŞEKERSİZ,2.0,0.0,0.0,,
309216623,,can,701.82,63.8,TRY,2025-07-15T12:59:33.077,Paket Siparişi,Kapandı,Sos İstemiyorum,2.0,0.0,0.0,,
309216623,,can,701.82,63.8,TRY,2025-07-15T12:59:33.077,Paket Siparişi,Kapandı,Chili Chicky Burger Menü,2.0,350.91,701.82,,
309220543,,Can,384.9,3.81,TRY,2025-07-15T13:11:48.827,Paket Siparişi,Kapandı,Susurluk Ayranı (250 ml),1.0,0.0,0.0,,
309220543,,Can,384.9,3.81,TRY,2025-07-15T13:11:48.827,Paket Siparişi,Kapandı,BBQ Burger Menü,1.0,399.9,384.9,,"Eldiven İstiyorum, ET EKMEK ÇOCUK MENÜ"
309222918,,can,834.79,75.87,TRY,2025-07-15T13:19:08.913,Paket Siparişi,Kapandı,Extra Truff mantar sos,1.0,0.0,0.0,,
309222918,,can,834.79,75.87,TRY,2025-07-15T13:19:08.913,Paket Siparişi,Kapandı,Ayran (25 cl.),1.0,0.0,0.0,,
309222918,,can,834.79,75.87,TRY,2025-07-15T13:19:08.913,Paket Siparişi,Kapandı,Ayran (25 cl.),1.0,53.92,53.92,,
